id_venda,id_cliente,nome_cliente,cidade,estado,id_produto,produto,categoria,data,quantidade,preco_unitario
256,116,Tatiane Lopes,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-10-25,28,420.0
257,113,Renato Farias,Ourinhos,SP,205,Calcário Agrícola,Corretivos,2024-12-11,38,45.0
258,119,Diego Fonseca,Ribeirão Preto,SP,206,Sementes de Soja,Sementes,2024-04-15,11,420.0
259,108,Fernanda Alves,Ribeirão Preto,SP,203,Herbicida Glifosato,Defensivos,2024-08-28,18,780.0
260,119,Diego Fonseca,Cuiabá,MT,207,Inseticida Sistêmico,Defensivos,2024-12-16,6,680.0
261,114,Camila Barros,Goioerê,PR,208,Adubo MAP,Fertilizantes,2024-09-12,32,210.0
262,119,Diego Fonseca,Goioerê,PR,206,Sementes de Soja,Sementes,2024-07-31,36,420.0
263,110,Juliana Pires,Rondonópolis,MT,203,Herbicida Glifosato,Defensivos,2024-08-30,37,780.0
264,101,João Silva,Londrina,PR,205,Calcário Agrícola,Corretivos,2024-07-11,24,45.0
265,115,Eduardo Rangel,Londrina,PR,204,Fungicida Triazol,Defensivos,2024-10-29,8,950.0
266,121,Felipe Guedes,Rondonópolis,MT,202,Sementes de Milho,Sementes,2024-02-09,5,350.0
267,113,Renato Farias,Campo Grande,MS,207,Inseticida Sistêmico,Defensivos,2024-01-22,17,680.0
268,102,Maria Souza,Uberlândia,MG,206,Sementes de Soja,Sementes,2024-12-15,23,420.0
269,101,João Silva,Goioerê,PR,202,Sementes de Milho,Sementes,2024-09-14,10,350.0
270,118,Aline Moreira,Curitiba,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-12,36,120.5
271,101,João Silva,Dourados,MS,207,Inseticida Sistêmico,Defensivos,2024-05-09,25,680.0
272,108,Fernanda Alves,Cascavel,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-05-21,5,120.5
273,103,Carlos Pereira,Uberlândia,MG,208,Adubo MAP,Fertilizantes,2024-08-07,8,210.0
274,117,Gustavo Azevedo,Assis Chateaubriand,PR,203,Herbicida Glifosato,Defensivos,2024-04-26,9,780.0
275,103,Carlos Pereira,Londrina,PR,204,Fungicida Triazol,Defensivos,2024-04-08,8,950.0
276,119,Diego Fonseca,Maringá,PR,203,Herbicida Glifosato,Defensivos,2024-02-23,34,780.0
277,122,Simone Araújo,Cascavel,PR,208,Adubo MAP,Fertilizantes,2024-11-07,10,210.0
278,101,João Silva,Ourinhos,SP,208,Adubo MAP,Fertilizantes,2024-03-11,11,210.0
279,105,Pedro Lima,Rio Verde,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-11-28,11,120.5
280,124,Vanessa Pacheco,Umuarama,PR,203,Herbicida Glifosato,Defensivos,2024-02-02,32,780.0
281,116,Tatiane Lopes,Cascavel,PR,204,Fungicida Triazol,Defensivos,2024-01-07,20,950.0
282,122,Simone Araújo,Presidente Prudente,SP,204,Fungicida Triazol,Defensivos,2024-09-06,37,950.0
283,115,Eduardo Rangel,Piracicaba,SP,208,Adubo MAP,Fertilizantes,2024-12-03,20,210.0
284,122,Simone Araújo,Assis Chateaubriand,PR,208,Adubo MAP,Fertilizantes,2024-07-17,32,210.0
285,102,Maria Souza,Presidente Prudente,SP,204,Fungicida Triazol,Defensivos,2024-02-24,22,950.0
286,110,Juliana Pires,Cascavel,PR,206,Sementes de Soja,Sementes,2024-05-30,8,420.0
287,107,Lucas Rocha,Jataí,GO,202,Sementes de Milho,Sementes,2024-05-08,6,350.0
288,104,Ana Martins,Campo Grande,MS,208,Adubo MAP,Fertilizantes,2024-12-30,40,210.0
289,112,Patrícia Nogueira,Campo Grande,MS,203,Herbicida Glifosato,Defensivos,2024-10-10,38,780.0
290,109,Marcos Vinícius,Dourados,MS,205,Calcário Agrícola,Corretivos,2024-08-10,8,45.0
291,114,Camila Barros,Piracicaba,SP,207,Inseticida Sistêmico,Defensivos,2024-06-18,35,680.0
292,112,Patrícia Nogueira,Rondonópolis,MT,202,Sementes de Milho,Sementes,2024-02-28,4,350.0
293,114,Camila Barros,Goioerê,PR,208,Adubo MAP,Fertilizantes,2024-11-02,40,210.0
294,112,Patrícia Nogueira,Umuarama,PR,205,Calcário Agrícola,Corretivos,2024-03-24,19,45.0
295,116,Tatiane Lopes,Dourados,MS,202,Sementes de Milho,Sementes,2024-12-14,24,350.0
296,105,Pedro Lima,Ribeirão Preto,SP,203,Herbicida Glifosato,Defensivos,2024-11-05,34,780.0
297,107,Lucas Rocha,Londrina,PR,207,Inseticida Sistêmico,Defensivos,2024-12-24,30,680.0
298,108,Fernanda Alves,Jataí,GO,208,Adubo MAP,Fertilizantes,2024-09-19,17,210.0
299,107,Lucas Rocha,Toledo,PR,203,Herbicida Glifosato,Defensivos,2024-01-25,37,780.0
300,106,Rafael Costa,Campo Grande,MS,205,Calcário Agrícola,Corretivos,2024-07-31,37,45.0
301,102,Maria Souza,Piracicaba,SP,202,Sementes de Milho,Sementes,2024-09-29,17,350.0
302,116,Tatiane Lopes,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-11-06,6,420.0
303,124,Vanessa Pacheco,Cuiabá,MT,203,Herbicida Glifosato,Defensivos,2024-07-06,36,780.0
304,109,Marcos Vinícius,Uberlândia,MG,201,Adubo NPK 20-05-20,Fertilizantes,2024-10-27,11,120.5
305,105,Pedro Lima,Piracicaba,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-02-04,21,120.5
306,109,Marcos Vinícius,Ribeirão Preto,SP,205,Calcário Agrícola,Corretivos,2024-12-21,9,45.0
307,105,Pedro Lima,Dourados,MS,207,Inseticida Sistêmico,Defensivos,2024-01-13,31,680.0
308,116,Tatiane Lopes,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-08-15,3,950.0
309,106,Rafael Costa,Dourados,MS,208,Adubo MAP,Fertilizantes,2024-01-25,37,210.0
310,123,Rodrigo Mello,Presidente Prudente,SP,208,Adubo MAP,Fertilizantes,2024-04-14,34,210.0
311,111,Bruno Teixeira,Cascavel,PR,206,Sementes de Soja,Sementes,2024-06-11,21,420.0
312,119,Diego Fonseca,Umuarama,PR,206,Sementes de Soja,Sementes,2024-04-27,12,420.0
313,118,Aline Moreira,Campo Grande,MS,206,Sementes de Soja,Sementes,2024-05-29,37,420.0
314,103,Carlos Pereira,Goioerê,PR,204,Fungicida Triazol,Defensivos,2024-07-31,37,950.0
315,115,Eduardo Rangel,Umuarama,PR,205,Calcário Agrícola,Corretivos,2024-04-02,15,45.0
316,119,Diego Fonseca,Campo Grande,MS,205,Calcário Agrícola,Corretivos,2024-01-11,28,45.0
317,123,Rodrigo Mello,Dourados,MS,205,Calcário Agrícola,Corretivos,2024-02-06,21,45.0
318,105,Pedro Lima,Curitiba,PR,207,Inseticida Sistêmico,Defensivos,2024-01-20,21,680.0
319,120,Larissa Cunha,Curitiba,PR,202,Sementes de Milho,Sementes,2024-12-06,9,350.0
320,121,Felipe Guedes,Uberlândia,MG,206,Sementes de Soja,Sementes,2024-08-16,5,420.0
321,104,Ana Martins,Piracicaba,SP,202,Sementes de Milho,Sementes,2024-10-16,40,350.0
322,106,Rafael Costa,Goioerê,PR,202,Sementes de Milho,Sementes,2024-01-02,9,350.0
323,122,Simone Araújo,Cuiabá,MT,206,Sementes de Soja,Sementes,2024-01-20,20,420.0
324,124,Vanessa Pacheco,Patos de Minas,MG,201,Adubo NPK 20-05-20,Fertilizantes,2024-06-24,27,120.5
325,119,Diego Fonseca,Curitiba,PR,202,Sementes de Milho,Sementes,2024-10-20,14,350.0
326,105,Pedro Lima,Maringá,PR,206,Sementes de Soja,Sementes,2024-07-05,32,420.0
327,119,Diego Fonseca,Cuiabá,MT,202,Sementes de Milho,Sementes,2024-12-11,5,350.0
328,120,Larissa Cunha,Umuarama,PR,208,Adubo MAP,Fertilizantes,2024-06-14,30,210.0
329,119,Diego Fonseca,Toledo,PR,203,Herbicida Glifosato,Defensivos,2024-09-25,31,780.0
330,105,Pedro Lima,Assis Chateaubriand,PR,207,Inseticida Sistêmico,Defensivos,2024-03-26,12,680.0
331,103,Carlos Pereira,Cuiabá,MT,205,Calcário Agrícola,Corretivos,2024-04-21,13,45.0
332,122,Simone Araújo,Umuarama,PR,207,Inseticida Sistêmico,Defensivos,2024-01-18,21,680.0
333,116,Tatiane Lopes,Presidente Prudente,SP,202,Sementes de Milho,Sementes,2024-11-20,12,350.0
334,108,Fernanda Alves,Assis Chateaubriand,PR,205,Calcário Agrícola,Corretivos,2024-01-03,20,45.0
335,119,Diego Fonseca,Jataí,GO,206,Sementes de Soja,Sementes,2024-09-15,39,420.0
336,114,Camila Barros,Patos de Minas,MG,204,Fungicida Triazol,Defensivos,2024-07-01,13,950.0
337,122,Simone Araújo,Curitiba,PR,208,Adubo MAP,Fertilizantes,2024-01-10,37,210.0
338,110,Juliana Pires,Campo Grande,MS,204,Fungicida Triazol,Defensivos,2024-08-13,39,950.0
339,117,Gustavo Azevedo,Jataí,GO,203,Herbicida Glifosato,Defensivos,2024-04-02,14,780.0
340,122,Simone Araújo,Piracicaba,SP,205,Calcário Agrícola,Corretivos,2024-01-13,23,45.0
341,123,Rodrigo Mello,Piracicaba,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-05-09,19,120.5
342,119,Diego Fonseca,Jataí,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-06-25,20,120.5
343,116,Tatiane Lopes,Jataí,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-02-14,4,120.5
344,102,Maria Souza,Dourados,MS,205,Calcário Agrícola,Corretivos,2024-12-13,3,45.0
345,120,Larissa Cunha,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-12-28,33,680.0
346,101,João Silva,Uberlândia,MG,206,Sementes de Soja,Sementes,2024-04-06,21,420.0
347,103,Carlos Pereira,Dourados,MS,204,Fungicida Triazol,Defensivos,2024-10-03,7,950.0
348,120,Larissa Cunha,Maringá,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-05-28,38,120.5
349,109,Marcos Vinícius,Uberlândia,MG,203,Herbicida Glifosato,Defensivos,2024-05-17,37,780.0
350,120,Larissa Cunha,Piracicaba,SP,207,Inseticida Sistêmico,Defensivos,2024-02-10,32,680.0
351,122,Simone Araújo,Uberlândia,MG,203,Herbicida Glifosato,Defensivos,2024-12-28,16,780.0
352,119,Diego Fonseca,Cascavel,PR,208,Adubo MAP,Fertilizantes,2024-05-05,6,210.0
353,109,Marcos Vinícius,Ourinhos,SP,205,Calcário Agrícola,Corretivos,2024-12-02,8,45.0
354,102,Maria Souza,Toledo,PR,207,Inseticida Sistêmico,Defensivos,2024-01-07,25,680.0
355,124,Vanessa Pacheco,Rondonópolis,MT,201,Adubo NPK 20-05-20,Fertilizantes,2024-03-16,2,120.5
356,123,Rodrigo Mello,Uberlândia,MG,207,Inseticida Sistêmico,Defensivos,2024-07-22,33,680.0
357,112,Patrícia Nogueira,Rio Verde,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-26,40,120.5
358,102,Maria Souza,Umuarama,PR,205,Calcário Agrícola,Corretivos,2024-07-16,6,45.0
359,101,João Silva,Uberlândia,MG,207,Inseticida Sistêmico,Defensivos,2024-04-26,30,680.0
360,121,Felipe Guedes,Ribeirão Preto,SP,203,Herbicida Glifosato,Defensivos,2024-06-27,27,780.0
361,113,Renato Farias,Goioerê,PR,207,Inseticida Sistêmico,Defensivos,2024-06-04,37,680.0
362,116,Tatiane Lopes,Ourinhos,SP,206,Sementes de Soja,Sementes,2024-08-27,24,420.0
363,113,Renato Farias,Ourinhos,SP,203,Herbicida Glifosato,Defensivos,2024-08-13,7,780.0
364,122,Simone Araújo,Cascavel,PR,208,Adubo MAP,Fertilizantes,2024-04-19,15,210.0
365,115,Eduardo Rangel,Maringá,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-26,13,120.5
366,119,Diego Fonseca,Cascavel,PR,202,Sementes de Milho,Sementes,2024-03-29,6,350.0
367,109,Marcos Vinícius,Jataí,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-14,6,120.5
368,106,Rafael Costa,Campo Grande,MS,202,Sementes de Milho,Sementes,2024-02-15,1,350.0
369,123,Rodrigo Mello,Goioerê,PR,205,Calcário Agrícola,Corretivos,2024-03-24,33,45.0
370,108,Fernanda Alves,Maringá,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-28,14,120.5
371,112,Patrícia Nogueira,Cascavel,PR,202,Sementes de Milho,Sementes,2024-04-15,14,350.0
372,119,Diego Fonseca,Maringá,PR,202,Sementes de Milho,Sementes,2024-04-29,29,350.0
373,120,Larissa Cunha,Toledo,PR,204,Fungicida Triazol,Defensivos,2024-04-30,39,950.0
374,119,Diego Fonseca,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-10-17,3,950.0
375,104,Ana Martins,Londrina,PR,203,Herbicida Glifosato,Defensivos,2024-09-10,8,780.0
376,111,Bruno Teixeira,Presidente Prudente,SP,204,Fungicida Triazol,Defensivos,2024-02-07,16,950.0
377,112,Patrícia Nogueira,Curitiba,PR,207,Inseticida Sistêmico,Defensivos,2024-08-15,4,680.0
378,110,Juliana Pires,Maringá,PR,202,Sementes de Milho,Sementes,2024-12-04,35,350.0
379,121,Felipe Guedes,Uberlândia,MG,206,Sementes de Soja,Sementes,2024-12-14,9,420.0
380,104,Ana Martins,Toledo,PR,203,Herbicida Glifosato,Defensivos,2024-04-09,6,780.0
381,116,Tatiane Lopes,Presidente Prudente,SP,205,Calcário Agrícola,Corretivos,2024-04-09,31,45.0
382,122,Simone Araújo,Umuarama,PR,207,Inseticida Sistêmico,Defensivos,2024-01-15,23,680.0
383,125,André Ribeiro,Londrina,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-03-21,35,120.5
384,123,Rodrigo Mello,Curitiba,PR,207,Inseticida Sistêmico,Defensivos,2024-01-29,30,680.0
385,113,Renato Farias,Ourinhos,SP,205,Calcário Agrícola,Corretivos,2024-12-14,37,45.0
386,103,Carlos Pereira,Jataí,GO,202,Sementes de Milho,Sementes,2024-07-17,31,350.0
387,125,André Ribeiro,Dourados,MS,201,Adubo NPK 20-05-20,Fertilizantes,2024-05-26,10,120.5
388,124,Vanessa Pacheco,Umuarama,PR,207,Inseticida Sistêmico,Defensivos,2024-05-08,22,680.0
389,121,Felipe Guedes,Presidente Prudente,SP,202,Sementes de Milho,Sementes,2024-01-18,17,350.0
390,121,Felipe Guedes,Jataí,GO,206,Sementes de Soja,Sementes,2024-12-11,39,420.0
391,101,João Silva,Maringá,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-25,16,120.5
392,122,Simone Araújo,Goioerê,PR,207,Inseticida Sistêmico,Defensivos,2024-05-21,9,680.0
393,115,Eduardo Rangel,Maringá,PR,204,Fungicida Triazol,Defensivos,2024-02-27,13,950.0
394,125,André Ribeiro,Piracicaba,SP,204,Fungicida Triazol,Defensivos,2024-10-08,6,950.0
395,110,Juliana Pires,Assis Chateaubriand,PR,206,Sementes de Soja,Sementes,2024-06-03,3,420.0
396,106,Rafael Costa,Goioerê,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-04-10,29,120.5
397,119,Diego Fonseca,Jataí,GO,202,Sementes de Milho,Sementes,2024-04-03,16,350.0
398,111,Bruno Teixeira,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-01-17,11,680.0
399,125,André Ribeiro,Jataí,GO,208,Adubo MAP,Fertilizantes,2024-03-03,8,210.0
400,118,Aline Moreira,Ribeirão Preto,SP,203,Herbicida Glifosato,Defensivos,2024-08-25,1,780.0
401,117,Gustavo Azevedo,Patos de Minas,MG,205,Calcário Agrícola,Corretivos,2024-10-17,29,45.0
402,103,Carlos Pereira,Ribeirão Preto,SP,204,Fungicida Triazol,Defensivos,2024-09-25,19,950.0
403,117,Gustavo Azevedo,Goioerê,PR,207,Inseticida Sistêmico,Defensivos,2024-03-23,5,680.0
404,123,Rodrigo Mello,Rio Verde,GO,203,Herbicida Glifosato,Defensivos,2024-01-05,31,780.0
405,112,Patrícia Nogueira,Dourados,MS,207,Inseticida Sistêmico,Defensivos,2024-06-15,10,680.0
406,104,Ana Martins,Jataí,GO,207,Inseticida Sistêmico,Defensivos,2024-08-17,31,680.0
407,110,Juliana Pires,Goioerê,PR,202,Sementes de Milho,Sementes,2024-03-23,36,350.0
408,114,Camila Barros,Umuarama,PR,207,Inseticida Sistêmico,Defensivos,2024-05-10,7,680.0
409,122,Simone Araújo,Curitiba,PR,202,Sementes de Milho,Sementes,2024-04-28,26,350.0
410,109,Marcos Vinícius,Cascavel,PR,205,Calcário Agrícola,Corretivos,2024-07-12,34,45.0
411,111,Bruno Teixeira,Ourinhos,SP,204,Fungicida Triazol,Defensivos,2024-07-05,23,950.0
412,110,Juliana Pires,Rondonópolis,MT,202,Sementes de Milho,Sementes,2024-12-22,34,350.0
413,103,Carlos Pereira,Patos de Minas,MG,205,Calcário Agrícola,Corretivos,2024-12-17,2,45.0
414,101,João Silva,Patos de Minas,MG,201,Adubo NPK 20-05-20,Fertilizantes,2024-10-31,2,120.5
415,104,Ana Martins,Uberlândia,MG,203,Herbicida Glifosato,Defensivos,2024-02-29,3,780.0
416,113,Renato Farias,Toledo,PR,202,Sementes de Milho,Sementes,2024-06-13,22,350.0
417,102,Maria Souza,Dourados,MS,208,Adubo MAP,Fertilizantes,2024-09-05,27,210.0
418,122,Simone Araújo,Presidente Prudente,SP,204,Fungicida Triazol,Defensivos,2024-03-13,11,950.0
419,121,Felipe Guedes,Cuiabá,MT,202,Sementes de Milho,Sementes,2024-10-12,40,350.0
420,117,Gustavo Azevedo,Campo Grande,MS,203,Herbicida Glifosato,Defensivos,2024-07-01,33,780.0
421,113,Renato Farias,Assis Chateaubriand,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-02-10,9,120.5
422,107,Lucas Rocha,Toledo,PR,207,Inseticida Sistêmico,Defensivos,2024-06-23,32,680.0
423,124,Vanessa Pacheco,Presidente Prudente,SP,202,Sementes de Milho,Sementes,2024-07-14,7,350.0
424,119,Diego Fonseca,Dourados,MS,204,Fungicida Triazol,Defensivos,2024-05-02,4,950.0
425,117,Gustavo Azevedo,Cascavel,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-08,4,120.5
426,102,Maria Souza,Campo Grande,MS,207,Inseticida Sistêmico,Defensivos,2024-07-20,21,680.0
427,118,Aline Moreira,Piracicaba,SP,203,Herbicida Glifosato,Defensivos,2024-08-22,34,780.0
428,116,Tatiane Lopes,Campo Grande,MS,204,Fungicida Triazol,Defensivos,2024-11-20,3,950.0
429,121,Felipe Guedes,Rondonópolis,MT,208,Adubo MAP,Fertilizantes,2024-09-23,5,210.0
430,125,André Ribeiro,Assis Chateaubriand,PR,206,Sementes de Soja,Sementes,2024-01-29,21,420.0
431,111,Bruno Teixeira,Umuarama,PR,207,Inseticida Sistêmico,Defensivos,2024-12-08,22,680.0
432,117,Gustavo Azevedo,Goioerê,PR,207,Inseticida Sistêmico,Defensivos,2024-08-03,37,680.0
433,111,Bruno Teixeira,Umuarama,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-07-16,27,120.5
434,113,Renato Farias,Curitiba,PR,203,Herbicida Glifosato,Defensivos,2024-10-01,15,780.0
435,118,Aline Moreira,Rio Verde,GO,207,Inseticida Sistêmico,Defensivos,2024-12-17,32,680.0
436,102,Maria Souza,Maringá,PR,206,Sementes de Soja,Sementes,2024-12-27,22,420.0
437,116,Tatiane Lopes,Londrina,PR,207,Inseticida Sistêmico,Defensivos,2024-02-24,24,680.0
438,121,Felipe Guedes,Curitiba,PR,207,Inseticida Sistêmico,Defensivos,2024-04-26,3,680.0
439,107,Lucas Rocha,Rio Verde,GO,203,Herbicida Glifosato,Defensivos,2024-12-02,16,780.0
440,101,João Silva,Rondonópolis,MT,204,Fungicida Triazol,Defensivos,2024-02-17,35,950.0
441,108,Fernanda Alves,Ribeirão Preto,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-08,6,120.5
442,113,Renato Farias,Piracicaba,SP,203,Herbicida Glifosato,Defensivos,2024-06-25,5,780.0
443,121,Felipe Guedes,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-02-15,12,680.0
444,111,Bruno Teixeira,Rondonópolis,MT,202,Sementes de Milho,Sementes,2024-08-03,12,350.0
445,115,Eduardo Rangel,Uberlândia,MG,202,Sementes de Milho,Sementes,2024-10-10,23,350.0
446,103,Carlos Pereira,Uberlândia,MG,206,Sementes de Soja,Sementes,2024-06-06,20,420.0
447,125,André Ribeiro,Curitiba,PR,204,Fungicida Triazol,Defensivos,2024-08-15,28,950.0
448,120,Larissa Cunha,Goioerê,PR,203,Herbicida Glifosato,Defensivos,2024-07-18,37,780.0
449,120,Larissa Cunha,Umuarama,PR,204,Fungicida Triazol,Defensivos,2024-05-24,21,950.0
450,103,Carlos Pereira,Piracicaba,SP,204,Fungicida Triazol,Defensivos,2024-05-02,20,950.0
451,104,Ana Martins,Goioerê,PR,208,Adubo MAP,Fertilizantes,2024-07-17,18,210.0
452,108,Fernanda Alves,Uberlândia,MG,208,Adubo MAP,Fertilizantes,2024-09-01,13,210.0
453,115,Eduardo Rangel,Umuarama,PR,207,Inseticida Sistêmico,Defensivos,2024-11-06,10,680.0
454,118,Aline Moreira,Uberlândia,MG,202,Sementes de Milho,Sementes,2024-06-02,2,350.0
455,112,Patrícia Nogueira,Toledo,PR,204,Fungicida Triazol,Defensivos,2024-04-19,10,950.0
456,120,Larissa Cunha,Piracicaba,SP,204,Fungicida Triazol,Defensivos,2024-12-05,4,950.0
457,111,Bruno Teixeira,Uberlândia,MG,205,Calcário Agrícola,Corretivos,2024-06-18,15,45.0
458,114,Camila Barros,Londrina,PR,207,Inseticida Sistêmico,Defensivos,2024-12-21,10,680.0
459,108,Fernanda Alves,Piracicaba,SP,205,Calcário Agrícola,Corretivos,2024-11-18,7,45.0
460,104,Ana Martins,Toledo,PR,202,Sementes de Milho,Sementes,2024-07-24,12,350.0
461,115,Eduardo Rangel,Ourinhos,SP,202,Sementes de Milho,Sementes,2024-10-12,31,350.0
462,122,Simone Araújo,Curitiba,PR,208,Adubo MAP,Fertilizantes,2024-09-01,37,210.0
463,116,Tatiane Lopes,Patos de Minas,MG,202,Sementes de Milho,Sementes,2024-05-14,15,350.0
464,115,Eduardo Rangel,Goioerê,PR,205,Calcário Agrícola,Corretivos,2024-07-01,40,45.0
465,124,Vanessa Pacheco,Goioerê,PR,205,Calcário Agrícola,Corretivos,2024-05-20,36,45.0
466,110,Juliana Pires,Rio Verde,GO,202,Sementes de Milho,Sementes,2024-06-22,24,350.0
467,121,Felipe Guedes,Cascavel,PR,207,Inseticida Sistêmico,Defensivos,2024-12-01,19,680.0
468,107,Lucas Rocha,Rondonópolis,MT,206,Sementes de Soja,Sementes,2024-04-17,35,420.0
469,117,Gustavo Azevedo,Cuiabá,MT,203,Herbicida Glifosato,Defensivos,2024-09-29,11,780.0
470,102,Maria Souza,Uberlândia,MG,208,Adubo MAP,Fertilizantes,2024-05-21,29,210.0
471,116,Tatiane Lopes,Umuarama,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-11-27,33,120.5
472,122,Simone Araújo,Ribeirão Preto,SP,207,Inseticida Sistêmico,Defensivos,2024-06-17,21,680.0
473,105,Pedro Lima,Goioerê,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-11-26,21,120.5
474,117,Gustavo Azevedo,Assis Chateaubriand,PR,206,Sementes de Soja,Sementes,2024-10-22,39,420.0
475,120,Larissa Cunha,Uberlândia,MG,207,Inseticida Sistêmico,Defensivos,2024-02-08,35,680.0
476,107,Lucas Rocha,Rondonópolis,MT,204,Fungicida Triazol,Defensivos,2024-09-27,35,950.0
477,101,João Silva,Toledo,PR,206,Sementes de Soja,Sementes,2024-06-25,34,420.0
478,104,Ana Martins,Rondonópolis,MT,202,Sementes de Milho,Sementes,2024-05-13,39,350.0
479,125,André Ribeiro,Campo Grande,MS,202,Sementes de Milho,Sementes,2024-01-30,2,350.0
480,111,Bruno Teixeira,Rio Verde,GO,202,Sementes de Milho,Sementes,2024-10-30,18,350.0
481,118,Aline Moreira,Maringá,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-06-06,9,120.5
482,113,Renato Farias,Patos de Minas,MG,207,Inseticida Sistêmico,Defensivos,2024-07-10,20,680.0
483,101,João Silva,Assis Chateaubriand,PR,202,Sementes de Milho,Sementes,2024-11-06,24,350.0
484,125,André Ribeiro,Umuarama,PR,206,Sementes de Soja,Sementes,2024-03-23,2,420.0
485,114,Camila Barros,Dourados,MS,208,Adubo MAP,Fertilizantes,2024-11-13,16,210.0
486,112,Patrícia Nogueira,Londrina,PR,208,Adubo MAP,Fertilizantes,2024-07-17,40,210.0
487,107,Lucas Rocha,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-05-13,38,420.0
488,124,Vanessa Pacheco,Rondonópolis,MT,202,Sementes de Milho,Sementes,2024-01-29,15,350.0
489,117,Gustavo Azevedo,Umuarama,PR,203,Herbicida Glifosato,Defensivos,2024-04-28,27,780.0
490,101,João Silva,Umuarama,PR,202,Sementes de Milho,Sementes,2024-02-18,26,350.0
491,103,Carlos Pereira,Ourinhos,SP,202,Sementes de Milho,Sementes,2024-03-14,19,350.0
492,116,Tatiane Lopes,Piracicaba,SP,207,Inseticida Sistêmico,Defensivos,2024-07-04,19,680.0
493,111,Bruno Teixeira,Dourados,MS,203,Herbicida Glifosato,Defensivos,2024-02-04,21,780.0
494,117,Gustavo Azevedo,Rondonópolis,MT,206,Sementes de Soja,Sementes,2024-01-19,15,420.0
495,112,Patrícia Nogueira,Cascavel,PR,202,Sementes de Milho,Sementes,2024-12-14,33,350.0
496,109,Marcos Vinícius,Goioerê,PR,207,Inseticida Sistêmico,Defensivos,2024-03-08,14,680.0
497,104,Ana Martins,Toledo,PR,208,Adubo MAP,Fertilizantes,2024-06-07,23,210.0
498,107,Lucas Rocha,Assis Chateaubriand,PR,206,Sementes de Soja,Sementes,2024-08-14,14,420.0
499,102,Maria Souza,Dourados,MS,202,Sementes de Milho,Sementes,2024-12-17,3,350.0
500,116,Tatiane Lopes,Maringá,PR,203,Herbicida Glifosato,Defensivos,2024-08-04,25,780.0
501,125,André Ribeiro,Campo Grande,MS,203,Herbicida Glifosato,Defensivos,2024-03-02,12,780.0
502,124,Vanessa Pacheco,Toledo,PR,207,Inseticida Sistêmico,Defensivos,2024-08-27,34,680.0
503,120,Larissa Cunha,Toledo,PR,202,Sementes de Milho,Sementes,2024-07-05,35,350.0
504,117,Gustavo Azevedo,Umuarama,PR,206,Sementes de Soja,Sementes,2024-04-26,40,420.0
505,118,Aline Moreira,Uberlândia,MG,208,Adubo MAP,Fertilizantes,2024-07-17,22,210.0
506,109,Marcos Vinícius,Dourados,MS,206,Sementes de Soja,Sementes,2024-10-08,35,420.0
507,113,Renato Farias,Rio Verde,GO,202,Sementes de Milho,Sementes,2024-05-27,30,350.0
508,115,Eduardo Rangel,Campo Grande,MS,203,Herbicida Glifosato,Defensivos,2024-03-08,32,780.0
509,101,João Silva,Dourados,MS,202,Sementes de Milho,Sementes,2024-03-30,29,350.0
510,105,Pedro Lima,Curitiba,PR,202,Sementes de Milho,Sementes,2024-11-06,12,350.0
511,110,Juliana Pires,Cuiabá,MT,203,Herbicida Glifosato,Defensivos,2024-06-25,21,780.0
512,112,Patrícia Nogueira,Rondonópolis,MT,203,Herbicida Glifosato,Defensivos,2024-04-28,40,780.0
513,108,Fernanda Alves,Assis Chateaubriand,PR,203,Herbicida Glifosato,Defensivos,2024-10-23,28,780.0
